排名,MovieID,电影名,周票房,总票房,本周人次,上映天数,票价均价,平均上座人数,票房环比变化,场次环比变化,观影人次环比变化,排名变化,口碑指数,票房日期,单周总票房,单周总场次,单周总人次,页面网址,当前时间
8,620150,圣斗士星矢：圣域传说,2945,2945,105,3,28,13,0,0,0,0,7.09,2016/2/22至2016-02-28,90292,1453821,2625,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/22,33:34.3
9,629613,末日迷踪,2382,2382,83,3,29,14,0,0,0,0,4.94,2016/2/22至2016-02-28,90292,1453821,2625,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/22,33:34.3
10,636759,托马斯和朋友们多多岛之迷失宝藏,737,1640,26,9,28,10,-18,94,-17,-1,6.91,2016/2/22至2016-02-28,90292,1453821,2625,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/22,33:34.3
1,626153,美人鱼,92192,274484,2533,14,36,49,-49,-11,-48,9999,8.27,2016/2/15至2016-02-21,178435,1498635,5045,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/15,33:34.9
2,626346,西游记之孙悟空三打白骨精,26408,103500,725,14,36,32,-66,-37,-65,1,6.89,2016/2/15至2016-02-21,178435,1498635,5045,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/15,33:35.0
3,637759,澳门风云3,21446,100737,602,14,36,28,-73,-46,-73,-1,5.86,2016/2/15至2016-02-21,178435,1498635,5045,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/15,33:35.0
4,618023,卧虎藏龙：青冥宝剑,13791,13792,386,3,36,27,0,0,0,0,7.5,2016/2/15至2016-02-21,178435,1498635,5045,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/15,33:35.0
5,639351,功夫熊猫3,9084,92763,265,24,34,29,-42,2,-38,-1,8.35,2016/2/15至2016-02-21,178435,1498635,5045,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/15,33:35.0
6,638423,火影忍者剧场版：博人传,6169,6169,215,4,29,23,0,0,0,0,6.99,2016/2/15至2016-02-21,178435,1498635,5045,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/15,33:35.0
7,628676,高跟鞋先生,5329,8530,187,8,28,23,79,310,82,9999,7.17,2016/2/15至2016-02-21,178435,1498635,5045,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/15,33:35.0
8,631748,奔爱,1039,4675,31,8,33,8,-71,59,-72,-3,4.58,2016/2/15至2016-02-21,178435,1498635,5045,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/15,33:35.1
9,636759,托马斯和朋友们多多岛之迷失宝藏,903,903,31,2,29,24,0,0,0,0,0,2016/2/15至2016-02-21,178435,1498635,5045,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/15,33:35.1
10,640206,熊出没之熊心归来,432,28583,15,37,29,26,-27,15,-24,9999,7.94,2016/2/15至2016-02-21,178435,1498635,5045,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/15,33:35.1
1,626153,美人鱼,181802,182292,4898,7,37,84,0,0,0,11,8.37,2016/2/8至2016-02-14,365477,1581066,10013,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/8,33:35.5
2,637759,澳门风云3,78658,79292,2193,7,36,55,0,0,0,9,6.86,2016/2/8至2016-02-14,365477,1581066,10013,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/8,33:35.5
3,626346,西游记之孙悟空三打白骨精,76857,77092,2080,7,37,58,0,0,0,13,6.93,2016/2/8至2016-02-14,365477,1581066,10013,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/8,33:35.5
4,639351,功夫熊猫3,15584,83679,428,17,36,48,-48,-83,-49,-3,8.35,2016/2/8至2016-02-14,365477,1581066,10013,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/8,33:35.6
5,631748,奔爱,3629,3636,110,1,33,44,0,0,0,0,0,2016/2/8至2016-02-14,365477,1581066,10013,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/8,33:35.6
6,637947,年兽大作战,3261,3296,109,7,30,20,0,0,0,18,7.67,2016/2/8至2016-02-14,365477,1581066,10013,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/8,33:35.6
7,628676,高跟鞋先生,2979,3201,103,1,29,51,0,0,0,0,0,2016/2/8至2016-02-14,365477,1581066,10013,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/8,33:35.6
8,630033,谋杀似水年华,939,939,32,1,29,29,0,0,0,0,8.18,2016/2/8至2016-02-14,365477,1581066,10013,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/8,33:35.6
9,642644,过年好,688,5326,25,14,27,13,-85,-90,-85,-7,6.53,2016/2/8至2016-02-14,365477,1581066,10013,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/8,33:35.7
10,640206,熊出没之熊心归来,588,28151,20,30,30,39,-65,-92,-64,-5,7.92,2016/2/8至2016-02-14,365477,1581066,10013,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/8,33:35.7
1,639351,功夫熊猫3,29835,68095,833,10,36,16,-12,84,-11,9999,8.37,2016/2/1至2016-02-07,48727,1237255,1452,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/1,33:36.3
2,642644,过年好,4638,4639,164,7,28,8,0,0,0,46,7.59,2016/2/1至2016-02-07,48727,1237255,1452,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/1,33:36.4
3,636576,鼠来宝4：萌在囧途,2297,5999,81,13,28,11,-38,-22,-40,2,8.17,2016/2/1至2016-02-07,48727,1237255,1452,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/1,33:36.4
4,631832,星球大战：原力觉醒,2089,82552,59,30,35,10,-59,-51,-59,-2,7.77,2016/2/1至2016-02-07,48727,1237255,1452,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/1,33:36.4
5,640206,熊出没之熊心归来,1679,27563,54,23,31,9,-59,-47,-59,-2,7.87,2016/2/1至2016-02-07,48727,1237255,1452,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/1,33:36.4
6,629996,蒸发太平洋,1346,3480,39,10,35,4,-37,17,-39,2,5.09,2016/2/1至2016-02-07,48727,1237255,1452,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/1,33:36.4
7,638436,唐人街探案,1285,82318,47,39,27,15,-59,-49,-52,-1,7.99,2016/2/1至2016-02-07,48727,1237255,1452,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/1,33:36.5
8,633345,最后的巫师猎人,1094,17962,35,24,31,9,-65,-59,-67,-1,7.01,2016/2/1至2016-02-07,48727,1237255,1452,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/1,33:36.5
9,641008,云中行走,830,9034,22,17,37,7,-78,-73,-79,-5,7.91,2016/2/1至2016-02-07,48727,1237255,1452,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/1,33:36.5
10,630691,恶人报喜,643,2731,21,16,31,11,-49,-52,-51,9999,5.15,2016/2/1至2016-02-07,48727,1237255,1452,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/1,33:36.5
1,639351,功夫熊猫3,33986,38261,941,3,36,34,0,0,0,0,8.14,2016/1/25至2016-01-31,66100,1290488,1980,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/25,33:37.4
2,631832,星球大战：原力觉醒,5126,80464,146,23,35,12,-57,-38,-55,-1,7.77,2016/1/25至2016-01-31,66100,1290488,1980,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/25,33:37.5
3,640206,熊出没之熊心归来,4088,25884,132,16,31,12,-53,-33,-52,-1,7.7,2016/1/25至2016-01-31,66100,1290488,1980,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/25,33:37.5
4,641008,云中行走,3741,8204,108,10,35,9,-16,26,-16,1,7.88,2016/1/25至2016-01-31,66100,1290488,1980,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/25,33:37.5
5,636576,鼠来宝4：萌在囧途,3699,3701,136,6,27,14,0,0,0,0,7.39,2016/1/25至2016-01-31,66100,1290488,1980,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/25,33:37.5
6,638436,唐人街探案,3167,81033,98,32,32,16,-38,-22,-38,-2,7.99,2016/1/25至2016-01-31,66100,1290488,1980,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/25,33:37.5
7,633345,最后的巫师猎人,3149,16868,108,17,29,11,-58,-42,-59,-4,7.03,2016/1/25至2016-01-31,66100,1290488,1980,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/25,33:37.6
8,629996,蒸发太平洋,2134,2134,64,3,33,7,0,0,0,0,7,2016/1/25至2016-01-31,66100,1290488,1980,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/25,33:37.6
9,638630,真相禁区,1410,4011,50,10,28,6,-46,10,-46,-1,7.21,2016/1/25至2016-01-31,66100,1290488,1980,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/25,33:37.6
10,630691,恶人报喜,1272,2089,43,9,30,10,56,114,58,2,5.16,2016/1/25至2016-01-31,66100,1290488,1980,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/25,33:37.6
1,631832,星球大战：原力觉醒,11854,75337,326,16,36,16,-59,-46,-57,9999,7.77,2016/1/18至2016-01-24,57142,1225360,1778,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/18,33:38.0
2,640206,熊出没之熊心归来,8670,21796,275,9,32,16,-18,100,-17,9999,7.59,2016/1/18至2016-01-24,57142,1225360,1778,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/18,33:38.0
3,633345,最后的巫师猎人,7497,13719,261,10,29,16,21,118,19,2,7.05,2016/1/18至2016-01-24,57142,1225360,1778,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/18,33:38.1
4,638436,唐人街探案,5122,77866,158,25,32,20,-44,-41,-44,-1,8.01,2016/1/18至2016-01-24,57142,1225360,1778,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/18,33:38.1
5,641008,云中行走,4463,4463,129,3,35,13,0,0,0,0,7.73,2016/1/18至2016-01-24,57142,1225360,1778,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/18,33:38.1
6,639351,功夫熊猫3,4275,4275,122,-4,35,52,0,0,0,0,7.69,2016/1/18至2016-01-24,57142,1225360,1778,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/18,33:38.1
7,640866,极限挑战之皇家宝藏,4061,11833,136,10,30,10,-48,25,-44,-3,6.63,2016/1/18至2016-01-24,57142,1225360,1778,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/18,33:38.1
8,638630,真相禁区,2601,2601,92,3,28,12,0,0,0,0,8.73,2016/1/18至2016-01-24,57142,1225360,1778,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/18,33:38.2
9,637761,消失爱人,1965,6131,66,10,30,8,-52,12,-51,-2,7.04,2016/1/18至2016-01-24,57142,1225360,1778,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/18,33:38.2
10,617155,老炮儿,1958,88903,62,32,32,16,-57,-55,-56,-4,8.58,2016/1/18至2016-01-24,57142,1225360,1778,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/18,33:38.2
1,631832,星球大战：原力觉醒,28676,63483,758,9,38,21,-18,113,-18,9999,7.83,2016/1/11至2016-01-17,79180,1173788,2378,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/11,33:38.6
2,640206,熊出没之熊心归来,10569,13126,331,2,32,39,0,0,0,0,0,2016/1/11至2016-01-17,79180,1173788,2378,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/11,33:38.6
3,638436,唐人街探案,9076,72744,280,18,32,21,-57,-43,-57,-1,8.01,2016/1/11至2016-01-17,79180,1173788,2378,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/11,33:38.7
4,640866,极限挑战之皇家宝藏,7773,7773,245,3,32,23,0,0,0,0,0,2016/1/11至2016-01-17,79180,1173788,2378,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/11,33:38.7
5,633345,最后的巫师猎人,6221,6222,219,3,28,29,0,0,0,0,8.21,2016/1/11至2016-01-17,79180,1173788,2378,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/11,33:38.7
6,617155,老炮儿,4503,86946,142,25,32,17,-65,-52,-66,-2,8.59,2016/1/11至2016-01-17,79180,1173788,2378,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/11,33:38.7
7,637761,消失爱人,4125,4166,134,3,31,18,0,0,0,0,7.69,2016/1/11至2016-01-17,79180,1173788,2378,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/11,33:38.8
8,384368,通灵神探,2923,2923,100,4,29,15,0,0,0,0,5.54,2016/1/11至2016-01-17,79180,1173788,2378,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/11,33:38.8
9,614981,寻龙诀,2303,166116,74,31,31,14,-72,-61,-68,-4,8.33,2016/1/11至2016-01-17,79180,1173788,2378,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/11,33:38.8
10,642281,神探夏洛克,1864,15441,59,14,32,10,-86,-74,-87,-7,7.48,2016/1/11至2016-01-17,79180,1173788,2378,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/11,33:38.8
1,631832,星球大战：原力觉醒,34807,34807,928,2,38,54,0,0,0,0,8.24,2016/1/4至2016-01-10,96628,1141339,2899,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/4,33:39.3
2,638436,唐人街探案,20946,63669,656,11,32,28,-47,13,-48,9999,8.02,2016/1/4至2016-01-10,96628,1141339,2899,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/4,33:39.3
3,642281,神探夏洛克,13497,13577,466,7,29,21,0,0,0,13,7.77,2016/1/4至2016-01-10,96628,1141339,2899,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/4,33:39.3
4,617155,老炮儿,12926,82443,413,18,31,23,-71,-36,-70,-3,8.61,2016/1/4至2016-01-10,96628,1141339,2899,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/4,33:39.4
5,614981,寻龙诀,8325,163813,235,24,35,18,-75,-45,-74,-2,8.33,2016/1/4至2016-01-10,96628,1141339,2899,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/4,33:39.4
6,640206,熊出没之熊心归来,2550,2557,81,-5,31,37,0,0,0,0,0,2016/1/4至2016-01-10,96628,1141339,2899,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/4,33:39.4
7,631030,恶棍天使,1132,64749,37,18,31,7,-91,-76,-91,-3,5.85,2016/1/4至2016-01-10,96628,1141339,2899,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/4,33:39.4
8,627347,小门神,843,7663,27,10,31,7,-86,-42,-86,-2,7.6,2016/1/4至2016-01-10,96628,1141339,2899,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/4,33:39.4
9,640376,一念天堂,720,8212,25,11,29,7,-90,-59,-91,-4,6.39,2016/1/4至2016-01-10,96628,1141339,2899,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/4,33:39.5
10,641154,荒村怨灵,188,188,7,3,26,8,0,0,0,0,6.52,2016/1/4至2016-01-10,96628,1141339,2899,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/1/4,33:39.5
1,617155,老炮儿,43905,69517,1387,11,32,51,73,82,72,2,8.76,2015/12/28至2016-01-03,148527,1179527,4580,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/28,33:39.9
2,638436,唐人街探案,39876,42723,1260,4,32,60,0,0,0,0,8.27,2015/12/28至2016-01-03,148527,1179527,4580,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/28,33:39.9
3,614981,寻龙诀,33864,155488,914,17,37,38,-45,-43,-45,-2,8.74,2015/12/28至2016-01-03,148527,1179527,4580,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/28,33:39.9
4,631030,恶棍天使,12573,63617,419,11,30,21,-75,-26,-75,-2,5.86,2015/12/28至2016-01-03,148527,1179527,4580,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/28,33:40.0
5,640376,一念天堂,7493,7492,265,4,28,29,0,0,0,0,0,2015/12/28至2016-01-03,148527,1179527,4580,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/28,33:40.0
6,627347,小门神,6240,6820,196,3,32,31,0,0,0,0,8.4,2015/12/28至2016-01-03,148527,1179527,4580,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/28,33:40.0
7,639519,一切都好,2378,2482,66,3,36,20,0,0,0,0,0,2015/12/28至2016-01-03,148527,1179527,4580,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/28,33:40.0
8,641972,分手再说我爱你,545,1099,18,11,31,20,-1,15,2,-2,7.24,2015/12/28至2016-01-03,148527,1179527,4580,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/28,33:40.0
9,631343,万万没想到,396,32224,13,17,30,6,-93,-88,-93,-5,6.98,2015/12/28至2016-01-03,148527,1179527,4580,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/28,33:40.1
10,619126,索命暹罗之按摩师,163,163,7,4,24,10,0,0,0,0,7.55,2015/12/28至2016-01-03,148527,1179527,4580,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/28,33:40.1
1,614981,寻龙诀,61490,121636,1670,10,37,40,2,62,0,9999,8.96,2015/12/21至2015-12-27,150084,1167459,4572,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/21,33:40.6
2,631030,恶棍天使,50987,51051,1703,4,30,62,0,0,0,0,8.38,2015/12/21至2015-12-27,150084,1167459,4572,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/21,33:40.6
3,617155,老炮儿,25361,25636,808,4,31,54,0,0,0,0,8.98,2015/12/21至2015-12-27,150084,1167459,4572,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/21,33:40.6
4,631343,万万没想到,5394,31828,183,10,29,10,-64,3,-65,-2,7.08,2015/12/21至2015-12-27,150084,1167459,4572,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/21,33:40.7
5,638436,唐人街探案,2826,2866,91,-3,31,53,0,0,0,0,8.04,2015/12/21至2015-12-27,150084,1167459,4572,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/21,33:40.7
6,641972,分手再说我爱你,550,554,17,4,32,23,0,0,0,0,0,2015/12/21至2015-12-27,150084,1167459,4572,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/21,33:40.7
7,627347,小门神,516,584,16,-4,32,21,0,0,0,0,8.4,2015/12/21至2015-12-27,150084,1167459,4572,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/21,33:40.7
8,639004,极盗者,451,24755,13,24,36,7,-90,-86,-91,-5,7.36,2015/12/21至2015-12-27,150084,1167459,4572,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/21,33:40.7
9,641991,这样一位将军,362,362,9,2187,40,150,0,0,0,0,,2015/12/21至2015-12-27,150084,1167459,4572,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/21,33:40.8
10,642050,老人，孩子和外国人,355,355,9,339,40,153,0,28900,0,333,,2015/12/21至2015-12-27,150084,1167459,4572,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/21,33:40.8
1,614981,寻龙诀,60087,60147,1678,3,36,65,0,0,0,0,9.54,2015/12/14至2015-12-20,92583,1151719,2733,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/14,33:41.3
2,631343,万万没想到,15129,26433,528,3,29,28,0,0,0,0,7.26,2015/12/14至2015-12-20,92583,1151719,2733,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/14,33:41.3
3,639004,极盗者,4580,24304,136,17,34,10,-62,-29,-62,-2,7.36,2015/12/14至2015-12-20,92583,1151719,2733,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/14,33:41.3
4,633490,火星救援,2345,58523,64,26,37,9,-71,-38,-70,-1,8.47,2015/12/14至2015-12-20,92583,1151719,2733,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/14,33:41.4
5,628326,师父,2045,5280,68,11,30,7,-34,28,-35,1,7.95,2015/12/14至2015-12-20,92583,1151719,2733,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/14,33:41.4
6,618119,不可思异,1392,11154,44,17,32,6,-68,-49,-68,-1,5.57,2015/12/14至2015-12-20,92583,1151719,2733,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/14,33:41.4
7,638821,怦然星动,1297,15932,42,18,31,5,-73,-50,-72,-3,7.04,2015/12/14至2015-12-20,92583,1151719,2733,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/14,33:41.4
8,639871,我的少女时代,831,35945,29,32,29,9,-67,-42,-66,-1,8.03,2015/12/14至2015-12-20,92583,1151719,2733,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/14,33:41.4
9,606647,极速风流,799,1939,27,10,30,5,-30,30,-29,2,8.65,2015/12/14至2015-12-20,92583,1151719,2733,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/14,33:41.5
10,631350,海绵宝宝,607,5431,20,20,31,10,-60,-48,-59,-1,7.5,2015/12/14至2015-12-20,92583,1151719,2733,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/14,33:41.5
1,639004,极盗者,12077,19724,362,10,33,19,58,154,57,2,7.33,2015/12/7至2015-12-13,55779,1159836,1739,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/7,33:42.0
2,631343,万万没想到,11281,11304,398,-4,28,57,0,0,0,0,0,2015/12/7至2015-12-13,55779,1159836,1739,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/7,33:42.0
3,633490,火星救援,7995,56177,213,19,38,18,-53,-46,-54,-2,8.47,2015/12/7至2015-12-13,55779,1159836,1739,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/7,33:42.1
4,638821,怦然星动,4726,14635,151,11,31,10,-52,19,-53,-2,7.17,2015/12/7至2015-12-13,55779,1159836,1739,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/7,33:42.1
5,618119,不可思异,4320,9762,134,10,32,10,-20,65,-20,9999,5.8,2015/12/7至2015-12-13,55779,1159836,1739,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/7,33:42.1
6,628326,师父,3120,3235,104,4,30,14,0,0,0,0,8.04,2015/12/7至2015-12-13,55779,1159836,1739,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/7,33:42.1
7,639871,我的少女时代,2495,35113,85,25,29,16,-64,-58,-65,-3,8.03,2015/12/7至2015-12-13,55779,1159836,1739,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/7,33:42.1
8,638989,杜拉拉追婚记,1785,4456,54,10,33,8,-33,20,-33,1,7.06,2015/12/7至2015-12-13,55779,1159836,1739,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/7,33:42.2
9,631350,海绵宝宝,1508,4824,48,13,31,12,-55,-43,-55,-2,7.56,2015/12/7至2015-12-13,55779,1159836,1739,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/7,33:42.2
10,630582,从天“儿”降,1402,5405,50,10,28,5,-65,15,-65,-4,6.4,2015/12/7至2015-12-13,55779,1159836,1739,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/12/7,33:42.2
1,633490,火星救援,17141,48182,458,12,37,21,-45,-12,-47,9999,8.47,2015/11/30至2015-12-06,65651,1113666,1984,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/11/30,33:42.8
2,638821,怦然星动,9903,9910,319,4,31,25,0,0,0,0,8.73,2015/11/30至2015-12-06,65651,1113666,1984,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/11/30,33:42.8
3,639004,极盗者,7647,7647,230,3,33,30,0,0,0,0,8.32,2015/11/30至2015-12-06,65651,1113666,1984,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/11/30,33:42.9
4,639871,我的少女时代,7002,32618,244,18,29,19,-53,-32,-54,-2,8.05,2015/11/30至2015-12-06,65651,1113666,1984,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/11/30,33:42.9
5,618119,不可思异,5431,5442,168,3,32,21,0,0,0,0,6.93,2015/11/30至2015-12-06,65651,1113666,1984,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/11/30,33:42.9
6,630582,从天“儿”降,3986,4004,142,3,28,18,0,0,0,0,0,2015/11/30至2015-12-06,65651,1113666,1984,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/11/30,33:42.9
7,631350,海绵宝宝,3315,3315,106,6,31,15,0,0,0,0,7.57,2015/11/30至2015-12-06,65651,1113666,1984,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/11/30,33:42.9
8,619619,消失的凶手,2881,6898,61,10,48,9,-28,2,-46,-4,6.45,2015/11/30至2015-12-06,65651,1113666,1984,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/11/30,33:43.0
9,638989,杜拉拉追婚记,2647,2672,81,3,33,14,0,0,0,0,0,2015/11/30至2015-12-06,65651,1113666,1984,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/11/30,33:43.0
10,630935,坏蛋必须死,1536,4653,52,10,30,7,-50,17,-51,-3,7.25,2015/11/30至2015-12-06,65651,1113666,1984,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/11/30,33:43.0
1,633490,火星救援,31036,31041,857,5,36,35,0,0,0,0,7.63,2015/11/23至2015-11-29,69647,1050797,2111,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/11/23,33:43.4
2,639871,我的少女时代,14866,25616,527,11,28,28,38,67,36,9999,8.05,2015/11/23至2015-11-29,69647,1050797,2111,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/11/23,33:43.4
3,631012,玩命速递：重启之战,4709,11748,144,10,33,11,-33,54,-33,1,6.92,2015/11/23至2015-11-29,69647,1050797,2111,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2015/11/23,33:43.5
