电影名称,评分,评论数,类型,地区,上映年份,总分
猫狗大战,6.7,22390,喜剧/动作/家庭/冒险,美国/澳大利亚,2001,150013
追影,4.5,22384,喜剧/动作,中国/香港,2009,100728
大独裁者,8.9,22337,剧情/喜剧/战争,美国,1940,198799.3
别惹蚂蚁,7,22313,喜剧/动画/家庭/奇幻/冒险,美国,2006,156191
行运一条龙 行運一條,6.6,22309,剧情/喜剧/爱情,香港,1998,147239.4
唐伯虎点秋香2之四大才,4.1,22307,喜剧/古装,中国大陆/香港,2010,91458.7
帕克,6.4,22303,动作/惊悚/犯罪,美国,2013,142739.2
离开雷锋的日子,7.2,22301,剧情/传记,中国大陆,1996,160567.2
国际市场,8.2,22298,剧情/家庭,韩国,2014,182843.6
来自地狱,7.3,22291,悬疑/惊悚/恐怖/犯罪,美国,2001,162724.3
弗里达,8.7,22267,剧情/爱情/传记,美国/墨西哥/加拿大,2002,193722.9
女性瘾者：第二部,7.7,22236,剧情/情色,丹麦/德国/比利时/英国/法国/瑞典,2013,171217.2
亲爱的朋友 Dear F,7.3,22211,剧情,日本,2007,162140.3
金色梦乡 ゴールデンスランバ,8.6,22201,剧情/悬疑/惊悚,日本,2010,190928.6
特警判官,6.3,22162,动作/科幻/惊悚/犯罪,英国/美国/印度/南非,2013,139620.6
车手,6,22155,剧情/动作/犯罪,中国大陆/香港,2012,132930
佐罗传奇,7,22110,动作/西部/冒险,美国,2005,154770
不求上进的玉子 もらとりあむタマ,7.2,22100,喜剧,日本,2013,159120
蓝风筝,8.5,22075,剧情/历史,中国大陆/香港,1993,187637.5
爱情麻辣烫,7.4,22070,剧情/爱情,中国,1999,163318
醉拳,7.2,22067,喜剧/动作,香港,1978,158882.4
恋爱恐慌症,5.5,22054,喜剧/爱情,中国大陆/台湾,2011,121297
带我去远方 帶我去遠,7.4,22044,剧情/同性,台湾,2009,163125.6
一声叹息,7.3,22027,剧情/爱情/家庭,中国大陆,1905,160797.1
异能,5.9,22024,动作/科幻/惊悚,加拿大/英国/美国,2009,129941.6
绝世宝贝 絕世,5.8,21971,喜剧,香港,2002,127431.8
那年夏天，宁静的海 あの夏、いちばん静かな,8.2,21938,爱情,日本,1991,179891.6
甜性涩爱,6.4,21929,剧情/情色,韩国,2003,140345.6
金刚不坏,7.6,21903,动作/惊悚/犯罪,美国,2007,166462.8
皮囊之下,6.1,21888,科幻/恐怖,英国/美国/瑞士,2013,133516.8
失物招领,8.2,21885,剧情/动画/短片/奇幻,澳大利亚/英国,2010,179457
八美图,7.8,21847,喜剧/悬疑/歌舞,法国/意大利,2002,170406.6
绿野仙踪,8.1,21845,歌舞/奇幻/冒险,美国,1939,176944.5
香港制造,8.1,21844,剧情/喜剧/爱情/犯罪,香港,1997,176936.4
魔女嘉莉,5.8,21842,剧情/恐怖,美国,2013,126683.6
狂蟒之灾,6.6,21820,动作/惊悚/冒险/灾难,巴西/美国/秘鲁,1997,144012
吸血鬼猎人,8.7,21819,科幻/动画/悬疑/奇幻/冒险,美国/日本,2000,189825.3
忠烈杨家将,6,21818,战争/古装,中国大陆/香港,2013,130908
格林兄弟,6.6,21793,喜剧/惊悚/奇幻/冒险,捷克/美国/英国,2005,143833.8
爱情的牙齿,7.7,21789,剧情/爱情,中国大陆,2007,167775.3
家园防线,6.2,21781,动作/惊悚/犯罪,美国,2014,135042.2
时间,7.6,21766,剧情/爱情,韩国/日本,2006,165421.6
奔腾年代,8.4,21730,剧情/历史/运动,美国,2003,182532
第七封印,8.3,21722,剧情/奇幻,瑞典,1957,180292.6
嫌疑人X的献,7.5,21690,剧情/爱情/悬疑/犯罪,韩国,2012,162675
父子,6.8,21686,剧情/家庭,香港/马来西亚,2006,147464.8
神枪手 神槍,5.9,21676,剧情/动作/惊悚/犯罪/冒险,香港,2009,127888.4
小杰克的攻击,8.1,21662,动画/短片/家庭/冒险,美国,2005,175462.2
2008年第29届北京,8.8,21643,运动,中国大陆,2008,190458.4
大话天仙,3,21629,喜剧/奇幻/古装,中国大陆/香港,2014,64887
龙的传人 龍的傳,6.9,21620,喜剧,香港,1991,149178
我恨你的十件事,7.7,21618,喜剧/爱情,美国,1999,166458.6
在一起,3.6,21616,爱情,香港/中国大陆,2013,77817.6
蜂鸟特攻,6.2,21613,剧情/动作/惊悚/犯罪,英国/美国,2014,134000.6
黑暗侵袭,6.7,21586,惊悚/恐怖/冒险,英国,2009,144626.2
卧虎藏龙：青冥宝剑,4.8,21585,剧情/动作/武侠/古装,中国大陆/美国,2016,103608
浪客剑心：京都大火篇 るろうに剣心 京都大,7.7,21545,动作/古装,日本,2014,165896.5
天地大冲撞,7,21528,剧情/动作/科幻/灾难,美国,1998,150696
谋杀绿脚趾,7.7,21524,喜剧/犯罪,美国/英国,1998,165734.8
刮痧,7.5,21516,剧情/家庭,中国,2001,161370
银魂完结篇：直到永远的万事屋 劇場版 銀魂 完結篇 万事屋よ,9.4,21513,剧情/动画,日本,2013,202222.2
火星人玩转地球,7.2,21504,喜剧/动作/科幻/惊悚/奇幻,美国,1996,154828.8
极恶非道 アウトレイ,7.8,21471,剧情/犯罪,日本,2010,167473.8
雏妓 雛,6.4,21465,剧情,香港,2014,137376
色情男女,7.5,21436,剧情/喜剧/情色,香港,1996,160770
新抢钱夫妻,6.9,21434,喜剧/犯罪,美国,2005,147894.6
拜见岳父大人,7.1,21405,喜剧/爱情,美国,2004,151975.5
人狼大战,6.5,21392,剧情/动作/惊悚/冒险,美国,2012,139048
决战犹马镇,7.9,21387,剧情/动作/犯罪/西部,美国,2007,168957.3
101,7.9,21377,喜剧/动画/家庭/冒险,美国,1961,168878.3
布鲁克斯先生,7.6,21371,剧情/悬疑/惊悚/犯罪,美国,2007,162419.6
甜心先生,7.4,21362,剧情/喜剧/爱情/运动,美国,1996,158078.8
曼哈顿女佣,6.4,21362,剧情/喜剧/爱情,美国,2002,136716.8
德州电锯杀人狂,6.9,21322,惊悚/恐怖,美国,2003,147121.8
神奇燕尾服,6,21293,喜剧/动作/科幻/惊悚,美国,2002,127758
只要在一起,7.7,21274,剧情/爱情,法国,2007,163809.8
刀见笑,5.7,21266,喜剧/动作/古装,中国大陆/香港/美国,2011,121216.2
堕入地狱,6.4,21261,恐怖,美国,2009,136070.4
耶稣受难记,7.8,21192,剧情,美国,2004,165297.6
12怒汉：大,8.5,21168,剧情/悬疑,俄罗斯,2007,179928
爱国者,8.1,21148,剧情/动作/战争,美国/德国,2000,171298.8
海神号,6.7,21129,剧情/动作/冒险/灾难,美国,2006,141564.3
神勇奶爸,6.9,21112,剧情/喜剧/动作/惊悚/家庭,加拿大/美国,2005,145672.8
超新约全书,8,21107,喜剧/奇幻,比利时/法国/卢森堡,2015,168856
消失的凶手,4.7,21103,动作/悬疑/犯罪,中国大陆/香港,2015,99184.1
的士速递,7.3,21053,喜剧/动作,法国,2003,153686.9
想爱就爱,6.2,21052,剧情/爱情,泰国,2012,130522.4
毁灭之路,7.7,21043,剧情/惊悚/犯罪/冒险,美国,2002,162031.1
神探飞机头,7.2,21043,喜剧/动作/悬疑/惊悚,美国,1994,151509.6
借着雨点说爱你 いま、会いにゆきま,8.5,21028,剧情/爱情/奇幻,日本,2004,178738
好雨时节,6.4,21018,剧情/爱情,韩国/中国,2009,134515.2
再说一次我爱你,6.3,20999,剧情/爱情,中国大陆/香港,2005,132293.7
囚室,8.1,20992,剧情/动作,西班牙/法国,2009,170035.2
自梳,8.1,20987,剧情/爱情/同性,香港,1997,169994.7
我的野蛮女老师,6.6,20957,喜剧/爱情,韩国,2003,138316.2
撕裂的末日,7.5,20955,剧情/动作/科幻/惊悚,美国,2002,157162.5
德州巴黎,8.7,20954,剧情,英国/法国/美国/西德,1984,182299.8
野战排,8.1,20941,剧情/动作/战争,美国/英国,1986,169622.1
的士速递,7,20939,喜剧/动作,法国,2007,146573
家庭作业,6.9,20924,爱情,美国,2011,144375.6
夏天协奏曲 夏天協奏,6.9,20922,剧情/爱情,台湾,2009,144361.8
街角洋果子店 洋菓子店コアンド,7,20914,剧情,日本,2011,146398
坏中尉,6.9,20905,惊悚/犯罪,美国,2009,144244.5
虐童疑云,7.6,20901,剧情/悬疑,美国,2008,158847.6
地雷战,8,20892,剧情/战争,中国大陆,1963,167136
乘客,6.6,20860,剧情/爱情/悬疑/惊悚,美国/加拿大,2008,137676
新上海滩 新上海,7.5,20850,动作/惊悚/犯罪,香港,1996,156375
孙子从美国来,8.3,20825,剧情/家庭/儿童,中国大陆,2012,172847.5
花花型警,5.8,20763,动作/爱情/惊悚,香港,2008,120425.4
鱼缸,7.4,20741,剧情,英国/荷兰,2009,153483.4
贝奥武夫,6.6,20735,动作/动画/奇幻/冒险,美国,2007,136851
大武当之天地密码,3.8,20735,喜剧/动作/冒险,中国大陆/香港,2012,78793
快乐的大脚,7.2,20729,喜剧/动画/歌舞/家庭,澳大利亚,2012,149248.8
曼谷杀手,6,20729,动作/惊悚/犯罪,美国/泰国,2008,124374
便所爱情故事 Уборная история - Любовная и,8,20698,动画/短片,俄罗斯,2007,165584
庞贝末日,6,20697,动作/爱情/冒险/灾难,加拿大/德国/美国,2014,124182
骗中骗,8.7,20689,剧情/喜剧/犯罪,美国,1973,179994.3
一夜大肚,6.5,20668,喜剧/爱情,美国,2007,134342
东方三侠 東方三,7.2,20649,动作/奇幻/武侠,香港,1993,148672.8
绝种好男人,5.8,20647,喜剧,香港,2003,119752.6
亚瑟王,6.8,20636,动作/历史/战争/冒险,爱尔兰/美国/英国,2004,140324.8
幽灵船,6.7,20635,悬疑/惊悚/恐怖,美国/澳大利亚,2002,138254.5
热血青春,6.8,20634,喜剧/爱情,韩国,2014,140311.2
极速天使,5.1,20633,剧情/动作,中国大陆/香港,2011,105228.3
第七子：降魔之战,5,20622,奇幻/冒险,英国/美国/加拿大/中国大陆,2015,103110
蓝丝绒,7.4,20619,悬疑/惊悚/犯罪,美国,1986,152580.6
斯图尔特：倒带人生,8.7,20611,剧情,英国,2007,179315.7
Of,6.6,20593,剧情/悬疑/惊悚/恐怖,香港,2002,135913.8
疾速追杀,6.9,20592,动作/惊悚,美国,2014,142084.8
高考,7.3,20591,剧情,中国,2009,150314.3
追爱大布局 愛情無全,6,20558,喜剧/爱情,台湾,2014,123348
热带惊雷,6.8,20525,喜剧/动作/冒险,美国/德国,2008,139570
绝地战警,7.4,20512,剧情/喜剧/动作/惊悚/犯罪,美国,1995,151788.8
丛林大反攻,7.1,20505,喜剧/动画/家庭/冒险,美国,2006,145585.5
飞虎出征 飛虎出,6.7,20485,喜剧/情色,香港,2013,137249.5
脑男 脳,7.1,20484,悬疑/犯罪,日本,2013,145436.4
太阳泪,7.2,20482,剧情/动作/惊悚/战争,美国,2003,147470.4
暗战,6.5,20480,动作/犯罪,香港,2001,133120
小男孩,8.1,20468,剧情/喜剧/战争,墨西哥/美国,2015,165790.8
离开拉斯维加斯,8.1,20453,剧情/爱情,美国/法国/英国,1995,165669.3
心急吃不了热豆腐,6.8,20451,喜剧,中国大陆,2005,139066.8
安娜·卡列尼娜,7.4,20435,剧情/爱情,美国,1997,151219
摩登年代,5.3,20434,剧情/喜剧,中国大陆,2013,108300.2
可爱的你 五個小孩的校,7.8,20432,剧情,香港/中国大陆,2015,159369.6
咖喱辣椒,6.8,20413,喜剧/动作/爱情/犯罪,香港,1990,138808.4
城南旧事,8.7,20391,剧情,中国大陆,1905,177401.7
恋爱中的城市,5.7,20387,爱情,中国大陆,2015,116205.9
蝎子王,6.5,20380,动作/惊悚/奇幻/冒险,德国/美国/比利时,2002,132470
双子神偷 雙子神,5.4,20364,喜剧/动作,香港,2007,109965.6
弓,7.9,20329,剧情/爱情/情色,韩国/日本,2005,160599.1
老手,7.5,20295,剧情/动作,韩国,2015,152212.5
不良教育 ,8.2,20278,剧情/悬疑/惊悚/同性/犯罪,西班牙,2004,166279.6
东京塔 東京タワー～オカンとボクと、時々、オトン,8.7,20274,剧情/家庭,日本,2007,176383.8
铁血精英,6.5,20271,动作/惊悚,美国/澳大利亚,2012,131761.5
顽皮跳跳灯,7.9,20267,动画/短片/家庭,美国,1986,160109.3
喜爱夜蒲2 喜愛,4.9,20258,剧情/情色,香港,2012,99264.2
爱德华大夫,8.3,20249,爱情/悬疑/惊悚/黑色电影,美国,1945,168066.7
月代头布丁 ちょんまげぷり,7.9,20246,喜剧,日本,2010,159943.4
霍乱时期的爱情,7.5,20235,剧情/爱情,美国,2007,151762.5
小门神,6.9,20228,喜剧/动画/奇幻,中国大陆,2016,139573.2
远距离爱情,6.8,20217,喜剧/爱情,美国,2010,137475.6
玩命速递：重启之战,6,20201,动作/惊悚/犯罪,法国/中国大陆/比利时,2015,121206
故园风雨后,7.7,20199,剧情/爱情,英国,2008,155532.3
死亡实验,8,20194,剧情/惊悚,德国,2001,161552
不可饶恕,7.7,20193,惊悚,韩国,2010,155486.1
唐顿庄园：2012圣,7.9,20191,剧情,英国,2012,159508.9
惊声尖笑,6.7,20191,喜剧,美国,2006,135279.7
诈欺游戏 电影版 ライアーゲーム　ザ・ファイナルス,7.9,20156,剧情/惊悚,日本,2010,159232.4
隋朝来客,4.7,20095,剧情/喜剧,中国大陆,2009,94446.5
雾都孤儿,7.9,20092,剧情/家庭,英国/捷克/法国/意大利,2005,158726.8
八星抱喜,5,20088,喜剧,中国大陆/香港,2012,100440
光棍儿,8.1,20086,剧情/喜剧/同性,中国大陆,2011,162696.6
海上花,7.9,20073,剧情,台湾,1998,158576.7
誓约,7.2,20056,剧情/爱情,美国/法国/英国/德国/巴西/澳大利亚,2012,144403.2
越狱特别篇：最后一越,8,20017,剧情/动作/惊悚,美国,2009,160136
杀手欧阳盆栽,5.5,20015,剧情/喜剧/动作/爱情,台湾,2012,110082.5
警察故事续集 警察故事續,7.2,19969,喜剧/动作/惊悚/犯罪,香港,1988,143776.8
东宫西宫 東宮西,6.6,19945,剧情/同性,中国,1996,131637
绝密飞行,6.6,19943,动作/科幻/冒险,美国,2005,131623.8
回家的路,8.5,19924,剧情/家庭/犯罪,韩国,2013,169354
天水围的夜与雾 天水圍的夜與,7.5,19923,剧情,香港,2009,149422.5
胜者为王 勝者為,7.3,19923,惊悚/犯罪,香港,2000,145437.9
入侵脑细胞,7.3,19919,剧情/科幻/惊悚/恐怖/奇幻,美国/德国,2000,145408.7
暖春,8,19912,剧情/家庭,中国大陆,2003,159296
恋战冲绳 戀戰沖,7.2,19912,剧情/爱情,香港,2000,143366.4
神经侠侣 神經俠,6.9,19904,剧情/喜剧,香港,2005,137337.6
特工佳丽,6.8,19899,喜剧/动作/犯罪,美国/澳大利亚,2000,135313.2
老雷斯的故事,6.8,19897,动画/家庭/奇幻,美国,2012,135299.6
杀手阿一 殺し,7.4,19895,剧情/喜剧/动作/悬疑/惊悚/犯罪,日本,2001,147223
阴齿,5.8,19858,喜剧/惊悚/恐怖,美国,2007,115176.4
人鱼传说 人魚傳,7.1,19846,喜剧/爱情/奇幻,香港,1994,140906.6
生化危机：诅咒 バイオハザード ダムネーシ,7.6,19828,动作/科幻/动画/惊悚/恐怖,日本,2012,150692.8
猎杀,7.8,19827,剧情/动作/战争,美国/法国,2000,154650.6
明明,4.9,19813,动作/爱情/悬疑,中国大陆/香港,2007,97083.7
超级无敌掌门狗：人兔的诅咒,8.2,19809,喜剧/动画,英国/美国,2005,162433.8
见鬼,7.1,19798,剧情/惊悚/恐怖,香港/新加坡,2002,140565.8
白宫管家,7.4,19797,剧情/传记,美国,2013,146497.8
厉鬼将映,6.9,19778,惊悚/恐怖,泰国,2008,136468.2
一场风花雪月的事,4.7,19774,动作/爱情/犯罪,中国大陆,2013,92937.8
忍者神龟,6.3,19747,剧情/喜剧/动作/动画/家庭/奇幻/冒险,香港/美国,2007,124406.1
罗宾汉,6.7,19746,剧情/动作/冒险,美国/英国,2010,132298.2
考死：血之期中考试,6.4,19740,悬疑/惊悚/恐怖,韩国,2008,126336
爱久弥新,7.9,19738,剧情/爱情,泰国,2009,155930.2
拉贝日记,7.2,19713,剧情/传记/历史/战争,法国/中国大陆/德国,2009,141933.6
停车 停,7.3,19705,剧情,台湾,2008,143846.5
玩命记忆,7.2,19699,剧情/悬疑/惊悚/犯罪,美国,2006,141832.8
卫斯理之蓝血人,5.2,19646,动作/爱情/科幻,香港,2002,102159.2
超级学校霸王 超級學校霸,7.1,19639,动作,香港,1993,139436.9
冰河世纪：猛犸象的圣诞,7.6,19622,喜剧/动画/短片/家庭,美国,2011,149127.2
黑金,7.6,19622,犯罪,香港,1997,149127.2
我的特工爷爷 特工爺,5.3,19618,剧情/动作/冒险,香港/中国大陆,2016,103975.4
在路上,7,19594,剧情/冒险,美国/英国/法国/巴西,2012,137158
柏林苍穹下 ,8.5,19561,剧情/爱情/奇幻,西德/法国,1987,166268.5
惊声尖笑,6.7,19559,喜剧,美国/加拿大,2001,131045.3
重生男人,7.3,19523,剧情/动作/科幻/惊悚/犯罪,美国/加拿大,2010,142517.9
昼与夜,8.6,19519,动画/短片,美国,2010,167863.4
囡囡,6.1,19487,剧情/情色,香港,2010,118870.7
天生爱情狂 天生愛情,5.8,19485,喜剧/爱情,香港,2012,113013
没事偷着乐,7.4,19482,喜剧,中国大陆,1999,144166.8
坏老师,5.8,19452,喜剧,美国,2011,112821.6
鬼来电 着信ア,6.9,19438,悬疑/恐怖,日本,2003,134122.2
菊豆,7.7,19419,剧情,中国大陆/日本,1990,149526.3
肩上蝶,4.9,19406,剧情/爱情/动画/奇幻,中国大陆,2011,95089.4
艾特熊和赛娜鼠 ,8.8,19399,动画,法国,2012,170711.2
从今以后,7.2,19394,剧情/奇幻,美国,2010,139636.8
父辈的旗帜,7.5,19381,剧情/动作/历史/战争,美国,2006,145357.5
跟踪 跟,7.1,19380,惊悚/犯罪,香港,2007,137598
兄弟,7.6,19358,剧情/惊悚/战争,美国,2009,147120.8
性工作者十日谈 性工作者十日,7.4,19342,剧情/情色,香港,2007,143130.8
茜茜公主,8.5,19338,剧情/爱情/历史,奥地利,1957,164373
C+侦探,6.5,19338,剧情/悬疑,香港,2007,125697
极地大冒险,5.8,19330,剧情/喜剧/动画/冒险,芬兰/德国/丹麦/爱尔兰,2014,112114
保持爱你 保持愛,6.8,19328,爱情,香港,2009,131430.4
沉静如海,9,19322,剧情/爱情/战争,法国/比利时,2004,173898
第一滴血,7.7,19309,动作/惊悚/冒险,美国,1985,148679.3
机器人历险记,7.5,19267,喜剧/动画/冒险,美国,2005,144502.5
名侦探柯南：异次元的狙击手 名探偵コナン 異次元の狙,6.5,19258,动画/悬疑/犯罪,日本,2014,125177
美国派(番外篇)5,6.5,19257,喜剧,加拿大/美国,2006,125170.5
洛奇,8.5,19243,剧情/爱情/运动,美国,1976,163565.5
奇幻人生,7.9,19239,剧情/喜剧/爱情/奇幻,美国,2006,151988.1
前路漫漫 ハルフウェ,7.5,19234,剧情/爱情,日本,2009,144255
天降美食,7.1,19211,喜剧/动画/奇幻,美国,2013,136398.1
巴黎最后的探戈,7.4,19203,剧情/爱情/情色,意大利/法国,1972,142102.2
男孩,8.2,19197,剧情/爱情/犯罪,英国,2007,157415.4
莫里斯,8.6,19190,剧情/爱情/同性,英国,1987,165034
宇宙快递,9,19185,喜剧/科幻/动画/短片,韩国,2014,172665
周渔的火车,6.6,19176,剧情/爱情,中国大陆/香港,2002,126561.6
西伯利亚的理发师 Сибирский цирюльн,8.7,19154,剧情/喜剧/爱情,俄罗斯/法国/意大利/捷克,1998,166639.8
教室别恋,7.1,19148,剧情/爱情/情色/战争,瑞典/丹麦,1995,135950.8
一夜风流,8.6,19138,喜剧/爱情,美国,1934,164586.8
圣女贞德,7.4,19090,剧情/传记/历史/战争,法国,1999,141266
空中危机,7.1,19085,剧情/悬疑/惊悚,美国,2005,135503.5
魔力月光,7.1,19085,喜剧/爱情,美国,2014,135503.5
玛戈王后,7.8,19083,剧情/爱情/传记/历史,法国/德国/意大利,1994,148847.4
不惧风暴,6.7,19083,动作/灾难,美国,2014,127856.1
垂直极限,7.7,19077,动作/惊悚/冒险,美国/德国,2000,146892.9
近距离恋爱 近キョリ恋,5.9,19061,爱情,日本,2014,112459.9
深度谜案,6.7,19055,悬疑/惊悚/犯罪,西班牙/英国/法国,2011,127668.5
失眠症,7.3,19046,剧情/悬疑/惊悚/犯罪,美国/加拿大,2002,139035.8
许三观,7.2,19017,剧情/家庭,韩国,2015,136922.4
榴莲飘飘 榴槤飄,7.6,19006,剧情,中国大陆/香港/法国,2000,144445.6
美丽的大脚,7.3,18999,剧情,中国大陆,2002,138692.7
台北晚九朝五,6.9,18999,剧情/爱情,台湾/香港,2002,131093.1
我的美女老板,4.9,18970,剧情,中国大陆,2010,92953
惊天战神,5.7,18951,剧情/动作/奇幻,美国,2011,108020.7
我们所知道的生活,7.1,18948,剧情/喜剧/家庭,美国,2010,134530.8
左右,6.5,18947,剧情/家庭,中国大陆,2008,123155.5
匹夫,5.3,18944,剧情/动作/战争/西部,中国大陆,2012,100403.2
天边一朵云 天邊一朵,6.7,18943,剧情/喜剧/情色/歌舞,台湾/法国,2005,126918.1
古宅心慌慌,5.2,18915,喜剧/惊悚/恐怖,中国大陆/香港,2003,98358
